Beautiful Soup,Lxml,Regular expressions
0.0820000171661377,0.127000093460083,56.234999895095825
0.15599989891052246,0.13499999046325684,56.276000022888184
0.23599982261657715,0.14300012588500977,56.299999952316284
0.309999942779541,0.1530001163482666,56.31500005722046
0.3819999694824219,0.16300010681152344,56.33800005912781
0.4529998302459717,0.1700000762939453,56.355000019073486
0.5239999294281006,0.17600011825561523,56.36500000953674
0.5939998626708984,0.1830000877380371,56.37599992752075
0.6640000343322754,0.19000005722045898,56.38499999046326
0.7349998950958252,0.1960000991821289,56.394999980926514
0.804999828338623,0.20300006866455078,56.40400004386902
0.8769998550415039,0.2109999656677246,56.412999868392944
0.9470000267028809,0.21800017356872559,56.42199993133545
1.0179998874664307,0.22500014305114746,56.431999921798706
1.0889999866485596,0.23099994659423828,56.442999839782715
1.1589999198913574,0.2369999885559082,56.45299983024597
1.2289998531341553,0.24399995803833008,56.46199989318848
1.2990000247955322,0.252000093460083,56.47199988365173
1.36899995803833,0.25800013542175293,56.48099994659424
1.438999891281128,0.2650001049041748,56.490999937057495
1.5119998455047607,0.2710001468658447,56.5
1.5820000171661377,0.27699995040893555,56.50999999046326
1.6589999198913574,0.2840001583099365,56.51900005340576
1.7319998741149902,0.28999996185302734,56.52799987792969
1.8009998798370361,0.29600000381469727,56.537999868392944
1.870999813079834,0.30299997329711914,56.54699993133545
1.941999912261963,0.30900001525878906,56.555999994277954
2.0119998455047607,0.315000057220459,56.56599998474121
2.0839998722076416,0.32200002670288086,56.575000047683716
2.1529998779296875,0.3280000686645508,56.58500003814697
2.240000009536743,0.3340001106262207,56.5939998626709
2.309999942779541,0.3410000801086426,56.603999853134155
2.379999876022339,0.3470001220703125,56.61299991607666
2.450000047683716,0.3540000915527344,56.621999979019165
2.5219998359680176,0.36100006103515625,56.63100004196167
2.5920000076293945,0.36700010299682617,56.639999866485596
2.6640000343322754,0.3730001449584961,56.6489999294281
2.734999895095825,0.38000011444091797,56.65899991989136
2.804999828338623,0.3860001564025879,56.668999910354614
2.875,0.39300012588500977,56.67799997329712
2.944999933242798,0.3990001678466797,56.687000036239624
3.0149998664855957,0.4049999713897705,56.69700002670288
3.0850000381469727,0.41100001335144043,56.70599985122681
3.1559998989105225,0.4179999828338623,56.71499991416931
3.2269999980926514,0.4240000247955322,56.723999977111816
3.2960000038146973,0.43000006675720215,56.73300004005432
3.368000030517578,0.437000036239624,56.74300003051758
3.438999891281128,0.44300007820129395,56.751999855041504
3.507999897003174,0.4500000476837158,56.76099991798401
3.5779998302459717,0.45600008964538574,56.770999908447266
3.6480000019073486,0.4630000591278076,56.77999997138977
3.7209999561309814,0.46900010108947754,56.789000034332275
3.7919998168945312,0.47500014305114746,56.79900002479553
3.86299991607666,0.48200011253356934,56.80799984931946
3.931999921798706,0.48800015449523926,56.81699991226196
4.003000020980835,0.4939999580383301,56.82599997520447
4.072999954223633,0.501000165939331,56.835999965667725
4.142999887466431,0.5069999694824219,56.84500002861023
4.2129998207092285,0.5130000114440918,56.855000019073486
4.284999847412109,0.5199999809265137,56.86399984359741
4.355000019073486,0.5260000228881836,56.87399983406067
4.425999879837036,0.5320000648498535,56.882999897003174
4.495999813079834,0.5390000343322754,56.89299988746643
4.566999912261963,0.5450000762939453,56.90299987792969
4.644999980926514,0.5520000457763672,56.91199994087219
4.7149999141693115,0.5580000877380371,56.92199993133545
4.784999847412109,0.565000057220459,56.930999994277954
4.855999946594238,0.5710000991821289,56.94000005722046
4.925999879837036,0.5770001411437988,56.950000047683716
4.994999885559082,0.5840001106262207,56.96000003814697
5.06499981880188,0.5900001525878906,56.97000002861023
5.134999990463257,0.5970001220703125,56.978999853134155
5.205999851226807,0.6030001640319824,56.98799991607666
5.2779998779296875,0.6089999675750732,56.99799990653992
5.346999883651733,0.6150000095367432,57.00699996948242
5.417999982833862,0.621999979019165,57.01600003242493
5.48799991607666,0.628000020980835,57.02499985694885
5.557999849319458,0.6349999904632568,57.03399991989136
5.626999855041504,0.6410000324249268,57.04299998283386
5.697999954223633,0.6480000019073486,57.05200004577637
5.767999887466431,0.6549999713897705,57.06099987030029
5.8379998207092285,0.6619999408721924,57.07099986076355
5.909999847412109,0.6679999828338623,57.079999923706055
5.980000019073486,0.6740000247955322,57.08999991416931
6.049999952316284,0.6809999942779541,57.098999977111816
6.120999813079834,0.687000036239624,57.10899996757507
6.194000005722046,0.6940000057220459,57.11800003051758
6.263999938964844,0.7000000476837158,57.126999855041504
6.333999872207642,0.7060000896453857,57.13599991798401
6.4040000438690186,0.7130000591278076,57.144999980926514
6.473999977111816,0.7190001010894775,57.15400004386902
6.546000003814697,0.7260000705718994,57.164000034332275
6.615999937057495,0.7320001125335693,57.17400002479553
6.685999870300293,0.7380001544952393,57.18299984931946
6.756999969482422,0.7439999580383301,57.19199991226196
6.82699990272522,0.752000093460083,57.20199990272522
6.896999835968018,0.7590000629425049,57.210999965667725
6.9670000076293945,0.7650001049041748,57.22000002861023
7.037999868392944,0.7710001468658447,57.228999853134155
7.108000040054321,0.7780001163482666,57.23799991607666
7.179999828338623,0.7850000858306885,57.24799990653992
7.25,0.7910001277923584,57.257999897003174
7.319000005722046,0.7970001697540283,57.26799988746643
7.388999938964844,0.8040001392364502,57.276999950408936
7.458999872207642,0.809999942779541,57.28699994087219
7.5299999713897705,0.8159999847412109,57.2960000038147
7.602999925613403,0.8229999542236328,57.3050000667572
7.672999858856201,0.8289999961853027,57.31399989128113
7.744999885559082,0.8350000381469727,57.323999881744385
7.813999891281128,0.8410000801086426,57.33299994468689
7.883999824523926,0.8489999771118164,57.34299993515015
7.954999923706055,0.8559999465942383,57.35199999809265
8.026000022888184,0.8619999885559082,57.361000061035156
8.09500002861023,0.8689999580383301,57.37100005149841
8.164999961853027,0.875,57.37999987602234
8.235999822616577,0.8819999694824219,57.389999866485596
8.304999828338623,0.8880000114440918,57.3989999294281
8.378000020980835,0.8940000534057617,57.40899991989136
8.448999881744385,0.9000000953674316,57.41799998283386
8.518999814987183,0.9070000648498535,57.42799997329712
8.58899998664856,0.9130001068115234,57.437000036239624
8.658999919891357,0.9190001487731934,57.4539999961853
8.730999946594238,0.9249999523162842,57.46300005912781
8.799999952316284,0.9320001602172852,57.473000049591064
8.869999885559082,0.937999963760376,57.48300004005432
8.940999984741211,0.9440000057220459,57.49199986457825
9.010999917984009,0.9509999752044678,57.50099992752075
